id,target
2998,7
2999,7
3000,7
3001,5
3002,5
3003,7
3004,5
3005,5
3006,5
3007,7
3008,7
3009,7
3010,7
3011,5
3012,7
3013,7
3014,7
3015,7
3016,7
3017,7
3018,7
3019,5
3020,7
3021,7
3022,7
3023,7
3024,7
3025,5
3026,7
3027,7
3028,5
3029,7
3030,7
3031,7
3032,7
3033,7
3034,7
3035,7
3036,7
3037,7
3038,7
3039,7
3040,7
3041,7
3042,5
3043,7
3044,5
3045,7
3046,7
3047,7
3048,5
3049,7
3050,5
3051,5
3052,7
3053,7
3054,7
3055,5
3056,7
3057,7
3058,7
3059,7
3060,7
3061,7
3062,7
3063,7
3064,7
3065,7
3066,7
3067,7
3068,5
3069,7
3070,7
3071,7
3072,5
3073,7
3074,7
3075,7
3076,7
3077,7
3078,7
3079,7
3080,7
3081,7
3082,7
3083,7
3084,7
3085,5
3086,7
3087,5
3088,5
3089,7
3090,7
3091,7
3092,7
3093,7
3094,7
3095,7
3096,7
3097,7
3098,7
3099,7
3100,7
3101,7
3102,7
3103,7
3104,7
3105,7
3106,7
3107,7
3108,7
3109,7
3110,5
3111,7
3112,7
3113,7
3114,7
3115,7
3116,7
3117,7
3118,7
3119,7
3120,5
3121,7
3122,5
3123,7
3124,7
3125,5
3126,7
3127,7
3128,6
3129,5
3130,7
3131,7
3132,7
3133,7
3134,7
3135,5
3136,5
3137,7
3138,7
3139,7
3140,7
3141,7
3142,7
3143,5
3144,7
3145,6
3146,7
3147,7
3148,7
3149,5
3150,7
3151,7
3152,7
3153,7
3154,7
3155,5
3156,7
3157,7
3158,7
3159,7
3160,7
3161,7
3162,7
3163,7
3164,7
3165,5
3166,7
3167,7
3168,7
3169,5
3170,7
3171,7
3172,5
3173,7
3174,7
3175,7
3176,7
3177,7
3178,7
3179,7
3180,7
3181,7
3182,5
3183,7
3184,5
3185,7
3186,7
3187,7
3188,7
3189,7
3190,7
3191,7
3192,7
3193,7
3194,7
3195,7
3196,7
3197,7
3198,7
3199,7
3200,7
3201,5
3202,7
3203,5
3204,7
3205,7
3206,7
3207,7
3208,7
3209,5
3210,7
3211,7
3212,7
3213,5
3214,7
3215,7
3216,7
3217,7
3218,7
3219,7
3220,7
3221,7
3222,7
3223,7
3224,7
3225,7
3226,7
3227,7
3228,7
3229,5
3230,7
3231,7
3232,5
3233,7
3234,7
3235,7
3236,5
3237,7
3238,7
3239,7
3240,7
3241,7
3242,7
3243,7
3244,7
3245,7
3246,7
3247,7
3248,7
3249,5
3250,7
3251,7
3252,7
3253,5
3254,5
3255,7
3256,7
3257,7
3258,7
3259,7
3260,7
3261,7
3262,7
3263,7
3264,7
3265,7
3266,7
3267,5
3268,7
3269,7
3270,5
3271,7
3272,7
3273,7
3274,7
3275,7
3276,7
3277,7
3278,7
3279,7
3280,7
3281,7
3282,5
3283,7
3284,7
3285,7
3286,7
3287,7
3288,7
3289,7
3290,7
3291,7
3292,7
3293,7
3294,7
3295,7
3296,5
3297,7
3298,7
3299,7
3300,7
3301,5
3302,7
3303,7
3304,7
3305,7
3306,7
3307,7
3308,7
3309,7
3310,7
3311,7
3312,7
3313,7
3314,7
3315,7
3316,7
3317,7
3318,7
3319,7
3320,7
3321,7
3322,7
3323,7
3324,7
3325,5
3326,5
3327,7
3328,7
3329,7
3330,7
3331,7
3332,7
3333,7
3334,7
3335,7
3336,7
3337,7
3338,7
3339,7
3340,7
3341,7
3342,7
3343,7
3344,7
3345,7
3346,7
3347,7
3348,5
3349,7
3350,7
3351,7
3352,5
3353,7
3354,7
3355,7
3356,7
3357,5
3358,7
3359,7
3360,7
3361,7
3362,7
3363,7
3364,7
3365,7
3366,5
3367,7
3368,7
3369,7
3370,5
3371,7
3372,7
3373,7
3374,7
3375,7
3376,7
3377,7
3378,7
3379,7
3380,7
3381,5
3382,7
3383,7
3384,5
3385,7
3386,7
3387,7
3388,7
3389,7
3390,7
3391,7
3392,5
3393,7
3394,7
3395,7
3396,7
3397,7
3398,7
3399,7
3400,7
3401,7
3402,7
3403,7
3404,7
3405,7
3406,7
3407,7
3408,7
3409,7
3410,7
3411,7
3412,7
3413,7
3414,7
3415,7
3416,7
3417,7
3418,7
3419,7
3420,7
3421,7
3422,7
3423,7
3424,7
3425,7
3426,7
3427,7
3428,5
3429,7
3430,5
3431,7
3432,5
3433,7
3434,7
3435,7
3436,7
3437,7
3438,7
3439,7
3440,7
3441,7
3442,7
3443,7
3444,7
3445,5
3446,7
3447,5
3448,7
3449,7
3450,7
3451,7
3452,7
3453,7
3454,7
3455,7
3456,7
3457,7
3458,7
3459,7
3460,7
3461,7
3462,7
3463,7
3464,7
3465,7
3466,7
3467,7
3468,7
3469,7
3470,7
3471,5
3472,7
3473,7
3474,7
3475,7
3476,7
3477,7
3478,7
3479,7
3480,7
3481,7
3482,5
3483,7
3484,7
3485,7
3486,7
3487,7
3488,5
3489,7
3490,7
3491,7
3492,7
3493,7
3494,5
3495,7
3496,7
3497,7
3498,7
3499,7
3500,7
3501,5
3502,7
3503,5
3504,7
3505,7
3506,7
3507,7
3508,7
3509,7
3510,7
3511,7
3512,7
3513,7
3514,7
3515,7
3516,7
3517,7
3518,7
3519,7
3520,7
3521,7
3522,7
3523,7
3524,7
3525,5
3526,7
3527,7
3528,7
3529,7
3530,7
3531,5
3532,5
3533,7
3534,7
3535,5
3536,7
3537,7
3538,7
3539,7
3540,3
3541,7
3542,7
3543,7
3544,7
3545,5
3546,7
3547,7
3548,7
3549,7
3550,7
3551,7
3552,7
3553,7
3554,7
3555,7
3556,7
3557,7
3558,7
3559,5
3560,5
3561,7
3562,7
3563,7
3564,7
3565,7
3566,7
3567,7
3568,7
3569,7
3570,7
3571,7
3572,5
3573,7
3574,7
3575,7
3576,7
3577,7
3578,7
3579,5
3580,5
3581,5
3582,7
3583,5
3584,7
3585,7
3586,7
3587,5
3588,7
3589,5
3590,7
3591,7
3592,7
3593,7
3594,7
3595,7
3596,7
3597,7
3598,5
3599,7
3600,5
3601,7
3602,7
3603,7
3604,4
3605,7
3606,7
3607,7
3608,7
3609,5
3610,5
3611,7
3612,7
3613,7
3614,7
3615,7
3616,7
3617,7
3618,7
3619,7
3620,7
3621,7
3622,5
3623,7
3624,7
3625,7
3626,7
3627,7
3628,7
3629,5
3630,7
3631,7
3632,5
3633,5
3634,7
3635,5
3636,7
3637,2
3638,7
3639,7
3640,5
3641,7
3642,7
3643,7
3644,7
3645,7
3646,7
3647,5
3648,7
3649,7
3650,7
3651,7
3652,7
3653,7
3654,7
3655,7
3656,7
3657,7
3658,7
3659,7
3660,7
3661,7
3662,7
3663,7
3664,7
3665,5
3666,5
3667,7
3668,5
3669,7
3670,7
3671,7
3672,7
3673,7
3674,7
3675,7
3676,7
3677,7
3678,7
3679,7
3680,7
3681,7
3682,5
3683,7
3684,7
3685,7
3686,7
3687,7
3688,7
3689,7
3690,7
3691,5
3692,7
3693,7
3694,7
3695,7
3696,7
3697,7
3698,5
3699,7
3700,7
3701,7
3702,7
3703,7
3704,7
3705,7
3706,7
3707,5
3708,7
3709,7
3710,5
3711,7
3712,7
3713,7
3714,7
3715,7
3716,5
3717,7
3718,7
3719,7
3720,7
3721,7
3722,7
3723,5
3724,3
3725,7
3726,7
3727,7
3728,7
3729,7
3730,7
3731,5
3732,7
3733,7
3734,7
3735,7
3736,7
3737,7
3738,7
3739,7
3740,5
3741,7
3742,7
3743,7
3744,7
3745,5
3746,7
3747,7
3748,7
3749,5
3750,5
3751,7
3752,7
3753,7
3754,7
3755,7
3756,7
3757,7
3758,5
3759,7
3760,7
3761,7
3762,7
3763,7
3764,7
3765,7
3766,7
3767,7
3768,7
3769,5
3770,7
3771,7
3772,2
3773,5
3774,7
3775,5
3776,7
3777,7
3778,7
3779,5
3780,7
3781,7
3782,5
3783,7
3784,7
3785,7
3786,7
3787,7
3788,5
3789,5
3790,7
3791,7
3792,7
3793,7
3794,7
3795,7
3796,7
3797,7
3798,7
3799,7
3800,5
3801,7
3802,7
3803,7
3804,7
3805,7
3806,7
3807,7
3808,7
3809,7
3810,7
3811,7
3812,7
3813,7
3814,7
3815,5
3816,7
3817,7
3818,7
3819,7
3820,7
3821,7
3822,7
3823,7
3824,2
3825,7
3826,7
3827,7
3828,7
3829,7
3830,7
3831,7
3832,7
3833,7
3834,7
3835,7
3836,7
3837,7
3838,7
3839,7
